C,threshold,consecutive,false_alerts,benign_hours,fah,detected,runs,detection,ttd,telemetry_fault_identification_rate
0.003,0.98,26,2,7.466666666666667,0.26785714285714285,20,120,0.16666666666666666,132.49811100400984,1.0
0.003,0.98,28,2,7.466666666666667,0.26785714285714285,20,120,0.16666666666666666,142.49811100400984,1.0
0.003,0.98,30,2,7.466666666666667,0.26785714285714285,20,120,0.16666666666666666,152.49811100400984,1.0
0.003,0.98,32,1,7.466666666666667,0.13392857142857142,20,120,0.16666666666666666,162.49811100400984,1.0
0.003,0.98,36,1,7.466666666666667,0.13392857142857142,20,120,0.16666666666666666,182.49811100400984,1.0
0.003,0.98,38,1,7.466666666666667,0.13392857142857142,19,120,0.15833333333333333,192.49812312284485,1.0
0.003,0.98,40,1,7.466666666666667,0.13392857142857142,19,120,0.15833333333333333,202.49812312284485,1.0
0.003,0.98,42,1,7.466666666666667,0.13392857142857142,19,120,0.15833333333333333,212.49812312284485,1.0
0.003,0.98,44,1,7.466666666666667,0.13392857142857142,18,120,0.15,222.49811100400984,1.0
0.003,0.98,48,1,7.466666666666667,0.13392857142857142,18,120,0.15,242.49811100400984,1.0
0.003,0.98,52,1,7.466666666666667,0.13392857142857142,17,120,0.14166666666666666,262.49809888517484,1.0
0.003,0.98,56,1,7.466666666666667,0.13392857142857142,17,120,0.14166666666666666,282.49809888517484,1.0
0.003,0.98,60,1,7.466666666666667,0.13392857142857142,16,120,0.13333333333333333,302.49808553012554,1.0
